recipe,pair,rank
Raw caption cosine (ceiling),canonical,113
Raw caption cosine (ceiling),canonical,112
Raw caption cosine (ceiling),canonical,297
Raw caption cosine (ceiling),canonical,370
Raw caption cosine (ceiling),canonical,180
Raw caption cosine (ceiling),canonical,28
Raw caption cosine (ceiling),canonical,214
Raw caption cosine (ceiling),canonical,151
Raw caption cosine (ceiling),canonical,55
Raw caption cosine (ceiling),canonical,64
Raw caption cosine (ceiling),canonical,13
Raw caption cosine (ceiling),canonical,187
Raw caption cosine (ceiling),canonical,150
Raw caption cosine (ceiling),canonical,225
Raw caption cosine (ceiling),canonical,313
Raw caption cosine (ceiling),canonical,170
Raw caption cosine (ceiling),canonical,9
Raw caption cosine (ceiling),canonical,7
Raw caption cosine (ceiling),canonical,127
Raw caption cosine (ceiling),canonical,4
Raw caption cosine (ceiling),canonical,159
Raw caption cosine (ceiling),canonical,38
Raw caption cosine (ceiling),canonical,392
Raw caption cosine (ceiling),canonical,6
Raw caption cosine (ceiling),canonical,39
Raw caption cosine (ceiling),canonical,3
Raw caption cosine (ceiling),canonical,9
Raw caption cosine (ceiling),canonical,72
Raw caption cosine (ceiling),canonical,35
Raw caption cosine (ceiling),canonical,4
Raw caption cosine (ceiling),canonical,156
Raw caption cosine (ceiling),canonical,25
Raw caption cosine (ceiling),canonical,84
Raw caption cosine (ceiling),canonical,46
Raw caption cosine (ceiling),canonical,8
Raw caption cosine (ceiling),canonical,82
Raw caption cosine (ceiling),canonical,157
Raw caption cosine (ceiling),canonical,5
Raw caption cosine (ceiling),canonical,168
Raw caption cosine (ceiling),canonical,2
Raw caption cosine (ceiling),canonical,280
Raw caption cosine (ceiling),canonical,140
Raw caption cosine (ceiling),canonical,4
Raw caption cosine (ceiling),canonical,1
Raw caption cosine (ceiling),canonical,138
Raw caption cosine (ceiling),canonical,74
Raw caption cosine (ceiling),canonical,53
Raw caption cosine (ceiling),canonical,85
Raw caption cosine (ceiling),canonical,2
Raw caption cosine (ceiling),canonical,9
Raw caption cosine (ceiling),canonical,277
Raw caption cosine (ceiling),canonical,7
Raw caption cosine (ceiling),canonical,3
Raw caption cosine (ceiling),canonical,204
Raw caption cosine (ceiling),canonical,320
Raw caption cosine (ceiling),canonical,25
Raw caption cosine (ceiling),canonical,13
Raw caption cosine (ceiling),canonical,36
Raw caption cosine (ceiling),canonical,1
Raw caption cosine (ceiling),canonical,26
Raw caption cosine (ceiling),canonical,5
Raw caption cosine (ceiling),canonical,22
Raw caption cosine (ceiling),canonical,7
Raw caption cosine (ceiling),canonical,6
Raw caption cosine (ceiling),canonical,64
Raw caption cosine (ceiling),canonical,16
Raw caption cosine (ceiling),canonical,7
Raw caption cosine (ceiling),canonical,28
Raw caption cosine (ceiling),canonical,234
Raw caption cosine (ceiling),canonical,114
Raw caption cosine (ceiling),canonical,162
Raw caption cosine (ceiling),canonical,105
Raw caption cosine (ceiling),canonical,2
Raw caption cosine (ceiling),canonical,24
Raw caption cosine (ceiling),canonical,100
Raw caption cosine (ceiling),canonical,13
Raw caption cosine (ceiling),canonical,154
Raw caption cosine (ceiling),canonical,271
Raw caption cosine (ceiling),canonical,79
Raw caption cosine (ceiling),canonical,156
Raw caption cosine (ceiling),canonical,177
Raw caption cosine (ceiling),canonical,235
Raw caption cosine (ceiling),canonical,42
Raw caption cosine (ceiling),canonical,340
Raw caption cosine (ceiling),canonical,106
Raw caption cosine (ceiling),canonical,2
Raw caption cosine (ceiling),canonical,39
Raw caption cosine (ceiling),canonical,63
Raw caption cosine (ceiling),canonical,33
Raw caption cosine (ceiling),canonical,261
Raw caption cosine (ceiling),canonical,24
Raw caption cosine (ceiling),canonical,28
Raw caption cosine (ceiling),canonical,18
Raw caption cosine (ceiling),canonical,101
Raw caption cosine (ceiling),canonical,10
Raw caption cosine (ceiling),canonical,158
Raw caption cosine (ceiling),canonical,168
Raw caption cosine (ceiling),canonical,1
Raw caption cosine (ceiling),canonical,338
Raw caption cosine (ceiling),canonical,51
Raw caption cosine (ceiling),canonical,58
Raw caption cosine (ceiling),canonical,7
Raw caption cosine (ceiling),canonical,11
Raw caption cosine (ceiling),canonical,267
Raw caption cosine (ceiling),canonical,28
Raw caption cosine (ceiling),canonical,101
Raw caption cosine (ceiling),canonical,90
Raw caption cosine (ceiling),canonical,232
Raw caption cosine (ceiling),canonical,123
Raw caption cosine (ceiling),canonical,35
Raw caption cosine (ceiling),canonical,253
Raw caption cosine (ceiling),canonical,1
Raw caption cosine (ceiling),canonical,304
Raw caption cosine (ceiling),canonical,2
Raw caption cosine (ceiling),canonical,14
Raw caption cosine (ceiling),canonical,69
Raw caption cosine (ceiling),canonical,129
Raw caption cosine (ceiling),canonical,2
Raw caption cosine (ceiling),canonical,2
Raw caption cosine (ceiling),canonical,106
Raw caption cosine (ceiling),canonical,84
Raw caption cosine (ceiling),canonical,103
Raw caption cosine (ceiling),canonical,64
Raw caption cosine (ceiling),canonical,61
Raw caption cosine (ceiling),canonical,76
Raw caption cosine (ceiling),canonical,343
Raw caption cosine (ceiling),canonical,3
Raw caption cosine (ceiling),canonical,58
Raw caption cosine (ceiling),canonical,18
Raw caption cosine (ceiling),canonical,9
Raw caption cosine (ceiling),canonical,4
Raw caption cosine (ceiling),canonical,378
Raw caption cosine (ceiling),canonical,360
Raw caption cosine (ceiling),canonical,2
Raw caption cosine (ceiling),canonical,236
Raw caption cosine (ceiling),canonical,11
Raw caption cosine (ceiling),canonical,9
Raw caption cosine (ceiling),canonical,4
Raw caption cosine (ceiling),canonical,20
Raw caption cosine (ceiling),canonical,148
Raw caption cosine (ceiling),canonical,45
Raw caption cosine (ceiling),canonical,94
Raw caption cosine (ceiling),canonical,307
Raw caption cosine (ceiling),canonical,87
Raw caption cosine (ceiling),canonical,28
Raw caption cosine (ceiling),canonical,1
Raw caption cosine (ceiling),canonical,86
Raw caption cosine (ceiling),canonical,13
Raw caption cosine (ceiling),canonical,154
Raw caption cosine (ceiling),canonical,270
Raw caption cosine (ceiling),canonical,2
Raw caption cosine (ceiling),canonical,24
Raw caption cosine (ceiling),canonical,66
Raw caption cosine (ceiling),canonical,158
Raw caption cosine (ceiling),canonical,24
Raw caption cosine (ceiling),canonical,171
Raw caption cosine (ceiling),canonical,3
Raw caption cosine (ceiling),canonical,8
Raw caption cosine (ceiling),canonical,20
Raw caption cosine (ceiling),canonical,23
Raw caption cosine (ceiling),canonical,173
Raw caption cosine (ceiling),canonical,21
Raw caption cosine (ceiling),canonical,20
Raw caption cosine (ceiling),canonical,97
Raw caption cosine (ceiling),canonical,70
Raw caption cosine (ceiling),canonical,1
Raw caption cosine (ceiling),canonical,89
Raw caption cosine (ceiling),canonical,2
Raw caption cosine (ceiling),canonical,1
Raw caption cosine (ceiling),canonical,6
Raw caption cosine (ceiling),canonical,3
Raw caption cosine (ceiling),canonical,259
Raw caption cosine (ceiling),canonical,187
Raw caption cosine (ceiling),canonical,2
Raw caption cosine (ceiling),canonical,301
Raw caption cosine (ceiling),canonical,114
Raw caption cosine (ceiling),canonical,1
Raw caption cosine (ceiling),canonical,204
Raw caption cosine (ceiling),canonical,56
Raw caption cosine (ceiling),canonical,332
Raw caption cosine (ceiling),canonical,126
Raw caption cosine (ceiling),canonical,61
Raw caption cosine (ceiling),canonical,385
Raw caption cosine (ceiling),canonical,210
Raw caption cosine (ceiling),canonical,77
Raw caption cosine (ceiling),canonical,11
Raw caption cosine (ceiling),canonical,101
Raw caption cosine (ceiling),canonical,15
Raw caption cosine (ceiling),canonical,208
Raw caption cosine (ceiling),canonical,1
Raw caption cosine (ceiling),canonical,7
Raw caption cosine (ceiling),canonical,5
Raw caption cosine (ceiling),canonical,222
Raw caption cosine (ceiling),canonical,15
Raw caption cosine (ceiling),canonical,131
Raw caption cosine (ceiling),canonical,1
Raw caption cosine (ceiling),canonical,59
Raw caption cosine (ceiling),canonical,2
Raw caption cosine (ceiling),canonical,128
Raw caption cosine (ceiling),canonical,80
Raw caption cosine (ceiling),canonical,31
Raw caption cosine (ceiling),canonical,2
Raw caption cosine (ceiling),canonical,8
Raw caption cosine (ceiling),canonical,1
Raw caption cosine (ceiling),canonical,36
Raw caption cosine (ceiling),canonical,108
Raw caption cosine (ceiling),canonical,65
Raw caption cosine (ceiling),canonical,248
Raw caption cosine (ceiling),canonical,42
Raw caption cosine (ceiling),canonical,5
Raw caption cosine (ceiling),canonical,275
Raw caption cosine (ceiling),canonical,13
Raw caption cosine (ceiling),canonical,307
Raw caption cosine (ceiling),canonical,36
Raw caption cosine (ceiling),canonical,8
Raw caption cosine (ceiling),canonical,37
Raw caption cosine (ceiling),canonical,143
Raw caption cosine (ceiling),canonical,87
Raw caption cosine (ceiling),canonical,218
Raw caption cosine (ceiling),canonical,297
Raw caption cosine (ceiling),canonical,310
Raw caption cosine (ceiling),canonical,6
Raw caption cosine (ceiling),canonical,60
Raw caption cosine (ceiling),canonical,193
Raw caption cosine (ceiling),canonical,152
Raw caption cosine (ceiling),canonical,24
Raw caption cosine (ceiling),canonical,64
Raw caption cosine (ceiling),canonical,8
Raw caption cosine (ceiling),canonical,24
Raw caption cosine (ceiling),canonical,6
Raw caption cosine (ceiling),canonical,147
Raw caption cosine (ceiling),canonical,130
Raw caption cosine (ceiling),canonical,51
Raw caption cosine (ceiling),canonical,104
Raw caption cosine (ceiling),canonical,32
Raw caption cosine (ceiling),canonical,312
Raw caption cosine (ceiling),canonical,145
Raw caption cosine (ceiling),canonical,16
Raw caption cosine (ceiling),canonical,149
Raw caption cosine (ceiling),canonical,67
Raw caption cosine (ceiling),canonical,68
Raw caption cosine (ceiling),canonical,51
Raw caption cosine (ceiling),canonical,208
Raw caption cosine (ceiling),canonical,44
Raw caption cosine (ceiling),canonical,4
Raw caption cosine (ceiling),canonical,97
Raw caption cosine (ceiling),canonical,95
Raw caption cosine (ceiling),canonical,1
Raw caption cosine (ceiling),canonical,135
Raw caption cosine (ceiling),canonical,226
Raw caption cosine (ceiling),canonical,11
Raw caption cosine (ceiling),canonical,125
Raw caption cosine (ceiling),canonical,59
Raw caption cosine (ceiling),canonical,35
Raw caption cosine (ceiling),canonical,1
Raw caption cosine (ceiling),canonical,133
Raw caption cosine (ceiling),canonical,116
Raw caption cosine (ceiling),canonical,12
Raw caption cosine (ceiling),canonical,23
Raw caption cosine (ceiling),canonical,39
Raw caption cosine (ceiling),canonical,142
Raw caption cosine (ceiling),canonical,60
Raw caption cosine (ceiling),canonical,34
Raw caption cosine (ceiling),canonical,1
Raw caption cosine (ceiling),canonical,391
Raw caption cosine (ceiling),canonical,301
Raw caption cosine (ceiling),canonical,86
Raw caption cosine (ceiling),canonical,13
Raw caption cosine (ceiling),canonical,71
Raw caption cosine (ceiling),canonical,1
Raw caption cosine (ceiling),canonical,5
Raw caption cosine (ceiling),canonical,198
Raw caption cosine (ceiling),canonical,54
Raw caption cosine (ceiling),canonical,330
Raw caption cosine (ceiling),canonical,147
Raw caption cosine (ceiling),canonical,221
Raw caption cosine (ceiling),canonical,325
Raw caption cosine (ceiling),canonical,1
Raw caption cosine (ceiling),canonical,46
Raw caption cosine (ceiling),canonical,89
Raw caption cosine (ceiling),canonical,253
Raw caption cosine (ceiling),canonical,232
Raw caption cosine (ceiling),canonical,101
Raw caption cosine (ceiling),canonical,116
Raw caption cosine (ceiling),canonical,5
Raw caption cosine (ceiling),canonical,129
Raw caption cosine (ceiling),canonical,28
Raw caption cosine (ceiling),canonical,260
Raw caption cosine (ceiling),canonical,12
Raw caption cosine (ceiling),canonical,4
Raw caption cosine (ceiling),canonical,38
Raw caption cosine (ceiling),canonical,15
Raw caption cosine (ceiling),canonical,114
Raw caption cosine (ceiling),canonical,99
Raw caption cosine (ceiling),canonical,223
Raw caption cosine (ceiling),canonical,122
Raw caption cosine (ceiling),canonical,4
Raw caption cosine (ceiling),canonical,1
Raw caption cosine (ceiling),canonical,22
Raw caption cosine (ceiling),canonical,132
Raw caption cosine (ceiling),canonical,71
Raw caption cosine (ceiling),canonical,169
Raw caption cosine (ceiling),canonical,344
Random (baseline),text-free,93
Random (baseline),text-free,31
Random (baseline),text-free,48
Random (baseline),text-free,112
Random (baseline),text-free,309
Random (baseline),text-free,46
Random (baseline),text-free,194
Random (baseline),text-free,97
Random (baseline),text-free,349
Random (baseline),text-free,302
Random (baseline),text-free,291
Random (baseline),text-free,377
Random (baseline),text-free,181
Random (baseline),text-free,39
Random (baseline),text-free,156
Random (baseline),text-free,376
Random (baseline),text-free,222
Random (baseline),text-free,335
Random (baseline),text-free,290
Random (baseline),text-free,69
Random (baseline),text-free,339
Random (baseline),text-free,56
Random (baseline),text-free,142
Random (baseline),text-free,125
Random (baseline),text-free,88
Random (baseline),text-free,344
Random (baseline),text-free,364
Random (baseline),text-free,198
Random (baseline),text-free,122
Random (baseline),text-free,126
Random (baseline),text-free,312
Random (baseline),text-free,49
Random (baseline),text-free,382
Random (baseline),text-free,136
Random (baseline),text-free,104
Random (baseline),text-free,144
Random (baseline),text-free,343
Random (baseline),text-free,270
Random (baseline),text-free,106
Random (baseline),text-free,252
Random (baseline),text-free,22
Random (baseline),text-free,36
Random (baseline),text-free,275
Random (baseline),text-free,127
Random (baseline),text-free,349
Random (baseline),text-free,351
Random (baseline),text-free,211
Random (baseline),text-free,31
Random (baseline),text-free,125
Random (baseline),text-free,399
Random (baseline),text-free,279
Random (baseline),text-free,236
Random (baseline),text-free,135
Random (baseline),text-free,248
Random (baseline),text-free,339
Random (baseline),text-free,353
Random (baseline),text-free,362
Random (baseline),text-free,59
Random (baseline),text-free,50
Random (baseline),text-free,159
Random (baseline),text-free,394
Random (baseline),text-free,385
Random (baseline),text-free,62
Random (baseline),text-free,28
Random (baseline),text-free,4
Random (baseline),text-free,326
Random (baseline),text-free,112
Random (baseline),text-free,176
Random (baseline),text-free,33
Random (baseline),text-free,308
Random (baseline),text-free,14
Random (baseline),text-free,162
Random (baseline),text-free,65
Random (baseline),text-free,44
Random (baseline),text-free,82
Random (baseline),text-free,47
Random (baseline),text-free,252
Random (baseline),text-free,198
Random (baseline),text-free,87
Random (baseline),text-free,208
Random (baseline),text-free,231
Random (baseline),text-free,116
Random (baseline),text-free,153
Random (baseline),text-free,300
Random (baseline),text-free,390
Random (baseline),text-free,241
Random (baseline),text-free,246
Random (baseline),text-free,31
Random (baseline),text-free,320
Random (baseline),text-free,41
Random (baseline),text-free,240
Random (baseline),text-free,313
Random (baseline),text-free,247
Random (baseline),text-free,142
Random (baseline),text-free,71
Random (baseline),text-free,353
Random (baseline),text-free,183
Random (baseline),text-free,21
Random (baseline),text-free,25
Random (baseline),text-free,283
Random (baseline),text-free,57
Random (baseline),text-free,99
Random (baseline),text-free,196
Random (baseline),text-free,50
Random (baseline),text-free,303
Random (baseline),text-free,235
Random (baseline),text-free,99
Random (baseline),text-free,2
Random (baseline),text-free,329
Random (baseline),text-free,7
Random (baseline),text-free,241
Random (baseline),text-free,305
Random (baseline),text-free,52
Random (baseline),text-free,147
Random (baseline),text-free,98
Random (baseline),text-free,96
Random (baseline),text-free,374
Random (baseline),text-free,249
Random (baseline),text-free,187
Random (baseline),text-free,108
Random (baseline),text-free,251
Random (baseline),text-free,23
Random (baseline),text-free,383
Random (baseline),text-free,36
Random (baseline),text-free,5
Random (baseline),text-free,109
Random (baseline),text-free,51
Random (baseline),text-free,386
Random (baseline),text-free,133
Random (baseline),text-free,44
Random (baseline),text-free,43
Random (baseline),text-free,371
Random (baseline),text-free,101
Random (baseline),text-free,240
Random (baseline),text-free,255
Random (baseline),text-free,165
Random (baseline),text-free,120
Random (baseline),text-free,369
Random (baseline),text-free,47
Random (baseline),text-free,145
Random (baseline),text-free,282
Random (baseline),text-free,97
Random (baseline),text-free,294
Random (baseline),text-free,366
Random (baseline),text-free,140
Random (baseline),text-free,116
Random (baseline),text-free,237
Random (baseline),text-free,27
Random (baseline),text-free,75
Random (baseline),text-free,21
Random (baseline),text-free,144
Random (baseline),text-free,195
Random (baseline),text-free,26
Random (baseline),text-free,44
Random (baseline),text-free,84
Random (baseline),text-free,169
Random (baseline),text-free,329
Random (baseline),text-free,337
Random (baseline),text-free,256
Random (baseline),text-free,164
Random (baseline),text-free,92
Random (baseline),text-free,109
Random (baseline),text-free,368
Random (baseline),text-free,89
Random (baseline),text-free,205
Random (baseline),text-free,245
Random (baseline),text-free,161
Random (baseline),text-free,68
Random (baseline),text-free,279
Random (baseline),text-free,290
Random (baseline),text-free,371
Random (baseline),text-free,132
Random (baseline),text-free,109
Random (baseline),text-free,32
Random (baseline),text-free,126
Random (baseline),text-free,166
Random (baseline),text-free,7
Random (baseline),text-free,213
Random (baseline),text-free,219
Random (baseline),text-free,203
Random (baseline),text-free,18
Random (baseline),text-free,341
Random (baseline),text-free,73
Random (baseline),text-free,44
Random (baseline),text-free,295
Random (baseline),text-free,287
Random (baseline),text-free,152
Random (baseline),text-free,201
Random (baseline),text-free,284
Random (baseline),text-free,8
Random (baseline),text-free,161
Random (baseline),text-free,260
Random (baseline),text-free,389
Random (baseline),text-free,95
Random (baseline),text-free,90
Random (baseline),text-free,173
Random (baseline),text-free,187
Random (baseline),text-free,362
Random (baseline),text-free,188
Random (baseline),text-free,356
Random (baseline),text-free,262
Random (baseline),text-free,244
Random (baseline),text-free,390
Random (baseline),text-free,399
Random (baseline),text-free,215
Random (baseline),text-free,21
Random (baseline),text-free,51
Random (baseline),text-free,276
Random (baseline),text-free,389
Random (baseline),text-free,60
Random (baseline),text-free,89
Random (baseline),text-free,125
Random (baseline),text-free,251
Random (baseline),text-free,19
Random (baseline),text-free,326
Random (baseline),text-free,4
Random (baseline),text-free,167
Random (baseline),text-free,296
Random (baseline),text-free,30
Random (baseline),text-free,13
Random (baseline),text-free,372
Random (baseline),text-free,98
Random (baseline),text-free,38
Random (baseline),text-free,198
Random (baseline),text-free,335
Random (baseline),text-free,300
Random (baseline),text-free,10
Random (baseline),text-free,184
Random (baseline),text-free,375
Random (baseline),text-free,219
Random (baseline),text-free,142
Random (baseline),text-free,97
Random (baseline),text-free,204
Random (baseline),text-free,155
Random (baseline),text-free,394
Random (baseline),text-free,150
Random (baseline),text-free,397
Random (baseline),text-free,283
Random (baseline),text-free,316
Random (baseline),text-free,222
Random (baseline),text-free,132
Random (baseline),text-free,35
Random (baseline),text-free,41
Random (baseline),text-free,98
Random (baseline),text-free,244
Random (baseline),text-free,198
Random (baseline),text-free,383
Random (baseline),text-free,241
Random (baseline),text-free,36
Random (baseline),text-free,175
Random (baseline),text-free,189
Random (baseline),text-free,92
Random (baseline),text-free,377
Random (baseline),text-free,47
Random (baseline),text-free,379
Random (baseline),text-free,154
Random (baseline),text-free,253
Random (baseline),text-free,199
Random (baseline),text-free,199
Random (baseline),text-free,231
Random (baseline),text-free,315
Random (baseline),text-free,217
Random (baseline),text-free,208
Random (baseline),text-free,21
Random (baseline),text-free,378
Random (baseline),text-free,291
Random (baseline),text-free,387
Random (baseline),text-free,108
Random (baseline),text-free,224
Random (baseline),text-free,42
Random (baseline),text-free,386
Random (baseline),text-free,62
Random (baseline),text-free,269
Random (baseline),text-free,238
Random (baseline),text-free,340
Random (baseline),text-free,177
Random (baseline),text-free,83
Random (baseline),text-free,255
Random (baseline),text-free,227
Random (baseline),text-free,59
Random (baseline),text-free,318
Random (baseline),text-free,112
Random (baseline),text-free,292
Random (baseline),text-free,15
Random (baseline),text-free,383
Random (baseline),text-free,102
Random (baseline),text-free,118
Random (baseline),text-free,293
Random (baseline),text-free,252
Random (baseline),text-free,239
Random (baseline),text-free,121
Random (baseline),text-free,119
Random (baseline),text-free,191
Random (baseline),text-free,132
Random (baseline),text-free,260
Random (baseline),text-free,88
Random (baseline),text-free,393
Random (baseline),text-free,243
Random (baseline),text-free,212
Random (baseline),text-free,329
Random (baseline),text-free,257
Random (baseline),text-free,153
Random (baseline),text-free,320
Random (baseline),text-free,236
Random (baseline),text-free,178
Random (baseline),text-free,205
Random (baseline),text-free,178
Random (baseline),text-free,340
Random (baseline),text-free,342
Random (baseline),text-free,385
Random (baseline),text-free,6
Random (baseline),text-free,187
Random (baseline),text-free,212
Random (baseline),text-free,110
Random (baseline),text-free,255
Random (baseline),text-free,117
Random (baseline),text-free,31
Random (baseline),text-free,67
Random (baseline),text-free,36
Random (baseline),text-free,365
Random (baseline),text-free,381
Random (baseline),text-free,392
Random (baseline),text-free,124
Random (baseline),text-free,356
Random (baseline),text-free,6
Random (baseline),text-free,123
Random (baseline),text-free,189
Random (baseline),text-free,150
Random (baseline),text-free,191
Random (baseline),text-free,362
Random (baseline),text-free,285
Random (baseline),text-free,260
Random (baseline),text-free,77
Random (baseline),text-free,392
Random (baseline),text-free,20
Random (baseline),text-free,283
Random (baseline),text-free,331
Random (baseline),text-free,93
Random (baseline),text-free,184
Random (baseline),text-free,378
Random (baseline),text-free,195
Random (baseline),text-free,333
Random (baseline),text-free,353
Random (baseline),text-free,332
Random (baseline),text-free,134
Random (baseline),text-free,323
Random (baseline),text-free,297
Random (baseline),text-free,251
Random (baseline),text-free,363
Random (baseline),text-free,51
Random (baseline),text-free,155
Random (baseline),text-free,213
Random (baseline),text-free,124
Random (baseline),text-free,276
Random (baseline),text-free,44
Random (baseline),text-free,233
Random (baseline),text-free,207
Random (baseline),text-free,240
Random (baseline),text-free,353
Random (baseline),text-free,348
Random (baseline),text-free,274
Random (baseline),text-free,384
Random (baseline),text-free,134
Random (baseline),text-free,54
Random (baseline),text-free,233
Random (baseline),text-free,90
Random (baseline),text-free,400
Random (baseline),text-free,86
Random (baseline),text-free,372
Random (baseline),text-free,375
Random (baseline),text-free,146
Random (baseline),text-free,253
Random (baseline),text-free,268
Random (baseline),text-free,260
Random (baseline),text-free,251
Random (baseline),text-free,67
Random (baseline),text-free,22
Random (baseline),text-free,240
Random (baseline),text-free,330
Random (baseline),text-free,367
Random (baseline),text-free,85
Random (baseline),text-free,250
Random (baseline),text-free,399
Random (baseline),text-free,81
Random (baseline),text-free,345
Random (baseline),text-free,394
Random (baseline),text-free,355
Random (baseline),text-free,215
Random (baseline),text-free,109
Random (baseline),text-free,295
Random (baseline),text-free,349
Random (baseline),text-free,108
Random (baseline),text-free,178
Random (baseline),text-free,379
Random (baseline),text-free,309
Random (baseline),text-free,62
Random (baseline),text-free,338
Random (baseline),text-free,344
Random (baseline),text-free,395
Random (baseline),text-free,312
Transitive Transport Bridge,text-free,54
Transitive Transport Bridge,text-free,115
Transitive Transport Bridge,text-free,40
Transitive Transport Bridge,text-free,10
Transitive Transport Bridge,text-free,50
Transitive Transport Bridge,text-free,1
Transitive Transport Bridge,text-free,321
Transitive Transport Bridge,text-free,121
Transitive Transport Bridge,text-free,163
Transitive Transport Bridge,text-free,207
Transitive Transport Bridge,text-free,144
Transitive Transport Bridge,text-free,28
Transitive Transport Bridge,text-free,394
Transitive Transport Bridge,text-free,18
Transitive Transport Bridge,text-free,17
Transitive Transport Bridge,text-free,17
Transitive Transport Bridge,text-free,245
Transitive Transport Bridge,text-free,4
Transitive Transport Bridge,text-free,116
Transitive Transport Bridge,text-free,139
Transitive Transport Bridge,text-free,327
Transitive Transport Bridge,text-free,7
Transitive Transport Bridge,text-free,15
Transitive Transport Bridge,text-free,46
Transitive Transport Bridge,text-free,350
Transitive Transport Bridge,text-free,95
Transitive Transport Bridge,text-free,150
Transitive Transport Bridge,text-free,55
Transitive Transport Bridge,text-free,28
Transitive Transport Bridge,text-free,19
Transitive Transport Bridge,text-free,9
Transitive Transport Bridge,text-free,1
Transitive Transport Bridge,text-free,185
Transitive Transport Bridge,text-free,85
Transitive Transport Bridge,text-free,127
Transitive Transport Bridge,text-free,3
Transitive Transport Bridge,text-free,3
Transitive Transport Bridge,text-free,165
Transitive Transport Bridge,text-free,37
Transitive Transport Bridge,text-free,156
Transitive Transport Bridge,text-free,30
Transitive Transport Bridge,text-free,163
Transitive Transport Bridge,text-free,179
Transitive Transport Bridge,text-free,4
Transitive Transport Bridge,text-free,86
Transitive Transport Bridge,text-free,23
Transitive Transport Bridge,text-free,218
Transitive Transport Bridge,text-free,74
Transitive Transport Bridge,text-free,22
Transitive Transport Bridge,text-free,63
Transitive Transport Bridge,text-free,63
Transitive Transport Bridge,text-free,53
Transitive Transport Bridge,text-free,1
Transitive Transport Bridge,text-free,92
Transitive Transport Bridge,text-free,6
Transitive Transport Bridge,text-free,42
Transitive Transport Bridge,text-free,230
Transitive Transport Bridge,text-free,230
Transitive Transport Bridge,text-free,86
Transitive Transport Bridge,text-free,353
Transitive Transport Bridge,text-free,126
Transitive Transport Bridge,text-free,103
Transitive Transport Bridge,text-free,106
Transitive Transport Bridge,text-free,113
Transitive Transport Bridge,text-free,52
Transitive Transport Bridge,text-free,44
Transitive Transport Bridge,text-free,95
Transitive Transport Bridge,text-free,39
Transitive Transport Bridge,text-free,205
Transitive Transport Bridge,text-free,80
Transitive Transport Bridge,text-free,3
Transitive Transport Bridge,text-free,173
Transitive Transport Bridge,text-free,241
Transitive Transport Bridge,text-free,5
Transitive Transport Bridge,text-free,37
Transitive Transport Bridge,text-free,213
Transitive Transport Bridge,text-free,225
Transitive Transport Bridge,text-free,151
Transitive Transport Bridge,text-free,49
Transitive Transport Bridge,text-free,26
Transitive Transport Bridge,text-free,149
Transitive Transport Bridge,text-free,1
Transitive Transport Bridge,text-free,7
Transitive Transport Bridge,text-free,75
Transitive Transport Bridge,text-free,1
Transitive Transport Bridge,text-free,113
Transitive Transport Bridge,text-free,205
Transitive Transport Bridge,text-free,8
Transitive Transport Bridge,text-free,114
Transitive Transport Bridge,text-free,3
Transitive Transport Bridge,text-free,4
Transitive Transport Bridge,text-free,175
Transitive Transport Bridge,text-free,70
Transitive Transport Bridge,text-free,277
Transitive Transport Bridge,text-free,70
Transitive Transport Bridge,text-free,321
Transitive Transport Bridge,text-free,57
Transitive Transport Bridge,text-free,1
Transitive Transport Bridge,text-free,1
Transitive Transport Bridge,text-free,54
Transitive Transport Bridge,text-free,220
Transitive Transport Bridge,text-free,5
Transitive Transport Bridge,text-free,6
Transitive Transport Bridge,text-free,33
Transitive Transport Bridge,text-free,6
Transitive Transport Bridge,text-free,142
Transitive Transport Bridge,text-free,145
Transitive Transport Bridge,text-free,14
Transitive Transport Bridge,text-free,260
Transitive Transport Bridge,text-free,341
Transitive Transport Bridge,text-free,21
Transitive Transport Bridge,text-free,38
Transitive Transport Bridge,text-free,13
Transitive Transport Bridge,text-free,6
Transitive Transport Bridge,text-free,102
Transitive Transport Bridge,text-free,293
Transitive Transport Bridge,text-free,228
Transitive Transport Bridge,text-free,318
Transitive Transport Bridge,text-free,81
Transitive Transport Bridge,text-free,323
Transitive Transport Bridge,text-free,100
Transitive Transport Bridge,text-free,64
Transitive Transport Bridge,text-free,9
Transitive Transport Bridge,text-free,279
Transitive Transport Bridge,text-free,41
Transitive Transport Bridge,text-free,81
Transitive Transport Bridge,text-free,13
Transitive Transport Bridge,text-free,26
Transitive Transport Bridge,text-free,77
Transitive Transport Bridge,text-free,145
Transitive Transport Bridge,text-free,29
Transitive Transport Bridge,text-free,8
Transitive Transport Bridge,text-free,9
Transitive Transport Bridge,text-free,21
Transitive Transport Bridge,text-free,56
Transitive Transport Bridge,text-free,23
Transitive Transport Bridge,text-free,3
Transitive Transport Bridge,text-free,94
Transitive Transport Bridge,text-free,32
Transitive Transport Bridge,text-free,74
Transitive Transport Bridge,text-free,72
Transitive Transport Bridge,text-free,1
Transitive Transport Bridge,text-free,2
Transitive Transport Bridge,text-free,57
Transitive Transport Bridge,text-free,137
Transitive Transport Bridge,text-free,130
Transitive Transport Bridge,text-free,18
Transitive Transport Bridge,text-free,325
Transitive Transport Bridge,text-free,302
Transitive Transport Bridge,text-free,9
Transitive Transport Bridge,text-free,192
